brand,model,release_year,ram_gb,storage_gb,screen_size_inches,battery_capacity,processor_score,camera_score,os_type,has_5g,original_price,purchase_year,age_months,usage_hours_per_day,condition,battery_health,screen_cracked,body_damage,repair_history,water_damage,city_tier,seller_type,warranty_remaining_months,box_available,charger_available,market_demand_score,resale_price
Realme,Realme GT,2020,4,1024,6.12,3662,91,73,Android,1,32971,2021,41,2.1,Poor,81,0,0,0,0,Tier1,Individual,11,1,1,40,3652.55
OnePlus,OnePlus 11,2023,12,256,6.82,4019,76,99,Android,1,144056,2023,4,9.8,Excellent,94,1,0,0,0,Tier2,Store,2,1,1,64,65803.17
OnePlus,OnePlus 11,2024,6,64,6.48,4208,59,79,Android,0,20170,2024,12,11.6,Good,57,0,1,0,0,Tier1,Store,7,1,1,61,2000.0
Samsung,Galaxy S22,2022,8,64,6.31,6429,57,42,Android,1,13113,2022,20,5.9,Good,73,1,0,0,0,Tier1,Individual,0,1,1,70,3176.52
Vivo,Vivo X90,2019,8,1024,5.52,4810,59,86,Android,1,10929,2020,23,5.7,Excellent,70,0,1,0,0,Tier3,Individual,8,1,1,92,5285.01
Realme,Realme GT,2020,6,64,6.8,3913,87,59,Android,1,20793,2023,27,10.0,Excellent,92,0,1,1,0,Tier3,Individual,22,0,1,84,9488.15
Samsung,Galaxy S21,2022,6,512,6.79,6457,81,88,Android,1,149877,2023,15,4.6,Poor,59,0,0,1,1,Tier3,Individual,0,0,0,74,19134.63
OnePlus,OnePlus 10,2021,16,512,6.2,6347,40,45,Android,1,127777,2021,5,7.1,Fair,87,0,0,0,0,Tier2,Store,12,1,1,64,50889.21
Google,Pixel 8,2023,8,64,6.94,4131,60,69,Android,1,129068,2025,57,10.9,Excellent,93,0,0,0,0,Tier3,Store,4,1,1,42,24358.44
Vivo,Vivo X90,2019,8,1024,6.77,5252,50,72,Android,1,77705,2020,38,11.3,Excellent,93,0,1,0,0,Tier2,Individual,3,1,1,43,12531.77
Xiaomi,Mi 11,2024,16,1024,6.98,4772,72,55,Android,1,29548,2024,20,1.4,Good,59,0,0,0,0,Tier3,Store,0,1,1,61,8915.87
Google,Pixel 7,2022,16,512,6.04,3945,99,91,Android,0,132339,2024,44,10.9,Fair,97,0,0,0,0,Tier1,Individual,1,1,1,53,29826.66
Vivo,Vivo X90,2022,16,128,6.6,3443,69,61,Android,1,135526,2023,62,10.8,Excellent,75,0,0,0,0,Tier3,Individual,3,1,1,61,22335.41
OnePlus,Nord 3,2019,16,256,5.79,6009,48,40,Android,0,94240,2024,31,8.0,Excellent,56,0,0,0,0,Tier3,Individual,0,0,1,67,24155.4
OnePlus,OnePlus 9,2025,8,1024,5.62,5722,86,74,Android,1,40259,2025,38,6.3,Good,87,0,0,0,0,Tier2,Store,0,1,1,78,13725.55
Apple,iPhone 15,2023,6,64,5.89,5400,69,88,iOS,1,59859,2023,53,7.8,Good,94,0,1,0,0,Tier3,Store,0,1,1,59,16560.65
Vivo,Vivo X90,2020,4,256,6.11,3725,91,81,Android,1,121582,2020,6,7.9,Fair,72,0,0,0,0,Tier2,Individual,0,1,0,44,23569.91
Xiaomi,Mi 11,2021,8,64,6.71,5649,46,64,Android,0,72458,2022,17,5.9,Poor,90,0,0,0,0,Tier1,Individual,0,1,1,71,15773.77
Vivo,Vivo V27,2019,6,256,6.55,4904,58,91,Android,0,125756,2025,7,10.2,Good,80,0,0,0,0,Tier1,Store,20,1,1,64,48726.78
Apple,iPhone 15,2024,12,512,6.28,4542,44,54,iOS,0,99496,2024,45,4.6,Fair,58,0,0,0,0,Tier3,Individual,0,0,1,73,25463.06
Xiaomi,Redmi Note 12,2019,12,512,6.7,5311,54,47,Android,1,86347,2023,41,7.8,Excellent,62,0,0,0,0,Tier1,Store,6,1,1,75,20368.52
Vivo,Vivo V27,2021,12,512,6.75,3707,59,51,Android,1,132942,2022,22,2.8,Good,69,0,0,0,0,Tier1,Individual,7,1,1,99,56667.14
Google,Pixel 6,2019,4,512,6.75,4344,99,97,Android,0,55769,2024,54,9.9,Good,65,0,0,0,0,Tier1,Individual,14,1,1,88,16599.7
Xiaomi,Poco X5,2023,16,512,6.59,5672,95,72,Android,0,14611,2025,62,11.9,Excellent,76,0,0,0,0,Tier3,Individual,0,1,1,79,3897.42
Samsung,Galaxy S21,2025,6,1024,5.7,4303,45,72,Android,1,27310,2025,1,7.2,Good,89,0,0,0,0,Tier1,Store,0,1,1,83,20395.1
Samsung,Galaxy A54,2020,4,512,5.78,6412,59,41,Android,1,101131,2024,61,3.9,Excellent,75,0,0,0,0,Tier2,Individual,0,0,1,49,20952.34
Vivo,Vivo X90,2019,16,64,6.95,5613,81,67,Android,1,18496,2024,22,6.9,Excellent,61,0,0,0,0,Tier1,Store,11,1,1,85,8118.85
Samsung,Galaxy A54,2020,4,512,5.52,4492,73,94,Android,1,33604,2022,3,2.5,Excellent,63,0,0,0,0,Tier2,Store,0,0,1,50,12502.84
Samsung,Galaxy S23,2025,12,128,6.33,5947,58,49,Android,1,94254,2025,20,11.3,Fair,97,0,0,0,1,Tier1,Store,22,1,1,43,17779.32
Samsung,Galaxy A54,2025,12,512,6.25,4084,98,82,Android,0,36662,2025,54,3.5,Good,72,0,0,1,0,Tier2,Individual,0,1,1,83,9693.34
Xiaomi,Poco X5,2021,12,128,6.73,4810,82,69,Android,1,123305,2025,34,8.2,Fair,88,0,0,1,0,Tier3,Individual,0,0,1,72,27962.63
Xiaomi,Redmi Note 12,2021,6,256,6.55,3526,77,71,Android,1,135199,2025,30,4.0,Fair,73,0,1,0,0,Tier2,Individual,15,1,1,93,38705.97
Google,Pixel 7,2025,8,1024,6.69,3662,58,48,Android,1,128586,2025,57,8.9,Excellent,96,0,0,0,0,Tier1,Individual,17,0,1,81,45418.69
Xiaomi,Redmi Note 12,2024,4,64,6.32,3197,50,99,Android,1,80870,2025,6,8.8,Good,98,0,0,0,0,Tier2,Individual,3,0,1,80,50917.76
Vivo,Vivo V27,2021,8,512,6.97,3750,62,45,Android,1,27314,2021,27,5.1,Good,60,0,0,0,0,Tier1,Store,10,1,0,74,5827.63
Vivo,Vivo X90,2024,12,1024,6.32,3422,78,40,Android,1,123956,2025,26,6.0,Excellent,76,0,0,0,0,Tier2,Store,0,1,1,70,40643.47
Samsung,Galaxy A54,2021,12,128,5.52,3329,68,86,Android,0,81372,2022,65,10.4,Good,98,0,1,0,0,Tier3,Individual,7,1,1,67,18981.02
Google,Pixel 8,2019,4,1024,6.21,5006,54,59,Android,1,136716,2021,26,7.6,Good,75,0,0,0,0,Tier3,Store,24,1,1,73,53064.59
Google,Pixel 7,2025,12,128,6.18,6104,90,67,Android,1,10890,2025,46,1.4,Excellent,76,0,0,0,0,Tier2,Store,3,1,1,90,5050.55
Apple,iPhone 11,2020,4,64,6.55,5036,45,73,iOS,0,114541,2022,61,11.6,Excellent,63,0,0,0,0,Tier2,Individual,16,1,0,51,16707.04
Vivo,Vivo X90,2020,6,256,6.14,5931,85,50,Android,1,96465,2023,71,9.6,Good,75,0,1,0,0,Tier2,Store,15,0,1,59,12518.78
Xiaomi,Mi 11,2022,12,1024,6.1,3788,100,75,Android,0,21286,2023,52,5.4,Good,91,0,0,0,0,Tier2,Store,5,0,0,67,3019.2
Google,Pixel 7,2025,6,1024,6.01,4764,53,51,Android,1,115905,2025,8,2.5,Poor,73,0,0,0,0,Tier2,Individual,1,1,1,89,38679.24
Vivo,Vivo X90,2019,12,128,6.26,4833,92,92,Android,1,33516,2021,31,11.8,Good,64,0,0,0,0,Tier3,Individual,12,0,1,40,7995.61
Samsung,Galaxy S21,2022,8,1024,6.68,5125,67,46,Android,1,12575,2024,27,1.5,Good,61,0,0,0,0,Tier2,Store,0,1,1,85,2007.63
Apple,iPhone 14,2024,12,1024,6.66,4888,84,87,iOS,1,113777,2024,17,5.7,Good,69,0,0,0,0,Tier2,Individual,8,1,1,87,59694.93
Google,Pixel 7,2023,4,64,6.17,5693,56,93,Android,1,27608,2025,38,5.4,Fair,81,0,0,0,0,Tier2,Store,0,1,1,83,10492.18
Vivo,Vivo X90,2023,16,64,6.76,5391,99,68,Android,1,59585,2024,67,11.4,Fair,84,0,0,0,0,Tier3,Store,3,0,0,42,5289.13
Google,Pixel 7,2025,12,512,6.21,5394,77,46,Android,1,16046,2025,30,2.5,Excellent,69,0,0,0,0,Tier3,Individual,3,1,1,65,6673.26
Realme,Realme Narzo 60,2019,8,128,5.82,5711,58,54,Android,1,82075,2021,57,4.4,Good,70,1,0,0,0,Tier2,Individual,0,0,1,87,7967.93
Realme,Realme GT,2024,12,128,6.71,6337,86,72,Android,0,83393,2024,35,10.3,Fair,75,0,0,0,0,Tier1,Store,0,1,1,70,18287.35
Xiaomi,Mi 11,2022,16,1024,6.41,3918,100,44,Android,1,19933,2022,46,4.8,Fair,71,0,0,0,0,Tier2,Individual,9,0,1,95,6497.14
Realme,Realme GT,2025,8,64,6.7,5689,82,79,Android,1,47236,2025,12,5.5,Good,84,1,1,1,0,Tier3,Store,9,0,0,46,6762.73
Samsung,Galaxy A54,2024,16,128,6.85,3869,81,79,Android,1,117446,2025,57,4.5,Poor,97,0,0,0,0,Tier1,Store,0,1,1,87,22436.0
Xiaomi,Redmi Note 12,2021,8,128,6.43,3272,89,61,Android,1,47258,2023,13,10.0,Excellent,68,0,0,0,0,Tier3,Store,0,0,1,46,9399.66
Google,Pixel 6,2023,16,1024,6.03,3880,67,73,Android,1,63278,2025,3,5.6,Good,66,0,0,0,0,Tier3,Individual,16,0,1,74,31130.4
Apple,iPhone 11,2021,16,1024,6.17,4806,53,68,iOS,1,28066,2021,7,4.0,Excellent,68,0,0,0,0,Tier1,Individual,3,1,1,59,13420.26
Google,Pixel 8,2019,16,256,5.76,5089,43,77,Android,1,14620,2025,26,11.3,Fair,76,0,0,0,1,Tier2,Store,16,0,1,59,5235.05
Realme,Realme GT,2024,8,128,6.18,5563,40,50,Android,1,124651,2025,46,6.9,Good,75,0,0,0,0,Tier1,Store,17,1,1,46,19370.31
Google,Pixel 8,2024,16,64,6.97,3071,60,71,Android,1,118507,2024,49,11.7,Fair,84,0,0,1,0,Tier3,Store,19,1,1,65,27970.55
OnePlus,Nord 3,2025,16,1024,6.92,3274,76,69,Android,1,119744,2025,46,2.6,Good,91,0,0,0,0,Tier2,Individual,0,1,0,65,27290.47
Samsung,Galaxy S22,2019,16,128,6.72,3377,64,51,Android,1,39497,2019,3,6.7,Good,85,0,0,0,0,Tier3,Store,14,1,1,43,12665.52
Google,Pixel 8,2019,12,128,6.81,4488,66,43,Android,1,13417,2025,29,3.6,Good,57,1,0,0,0,Tier3,Individual,10,1,1,86,6602.37
Vivo,Vivo V27,2021,8,512,6.72,3782,73,92,Android,1,80917,2021,47,3.7,Good,91,0,0,0,0,Tier1,Store,23,1,1,75,24532.26
Apple,iPhone 11,2021,6,64,6.29,3907,90,84,iOS,1,149534,2023,24,5.6,Excellent,72,0,0,0,0,Tier2,Store,2,1,1,46,41740.79
Samsung,Galaxy S22,2021,12,128,6.41,3253,84,46,Android,1,128970,2023,38,6.1,Fair,62,0,0,0,0,Tier2,Individual,10,1,0,48,20355.92
Google,Pixel 6,2021,4,1024,6.08,5098,93,95,Android,1,90354,2022,4,5.8,Poor,91,0,0,0,1,Tier1,Store,16,1,1,85,26062.75
OnePlus,OnePlus 10,2023,12,512,6.58,4566,51,89,Android,1,120522,2023,63,3.0,Excellent,68,0,0,0,0,Tier3,Individual,0,1,1,98,36990.51
Xiaomi,Poco X5,2021,16,512,6.66,5998,50,73,Android,1,51098,2023,28,9.5,Good,98,0,1,0,0,Tier3,Store,18,1,1,89,22112.15
Realme,Realme Narzo 60,2021,12,1024,6.41,5353,79,51,Android,1,116400,2021,24,9.0,Fair,92,1,0,0,0,Tier3,Store,8,0,1,72,25129.93
Google,Pixel 6,2024,6,128,6.19,4121,41,93,Android,1,136795,2024,67,10.3,Good,84,0,1,0,0,Tier3,Store,0,1,1,74,25853.14
Realme,Realme Narzo 60,2023,6,128,6.39,3498,81,90,Android,1,75682,2023,60,5.0,Fair,68,0,0,0,0,Tier3,Store,0,1,1,51,9565.78
Vivo,Vivo X90,2022,16,128,6.1,3734,66,100,Android,1,48013,2023,44,2.5,Good,94,0,0,1,1,Tier3,Store,18,1,1,81,8461.6
Vivo,Vivo X90,2020,4,128,5.88,4126,47,56,Android,1,12608,2025,56,4.6,Fair,95,1,0,1,0,Tier3,Individual,8,1,1,45,2000.0
Apple,iPhone 12,2024,16,128,6.13,5592,56,65,iOS,0,78767,2024,53,4.7,Good,88,0,0,0,0,Tier3,Store,0,1,1,72,24835.16
Vivo,Vivo V27,2022,6,1024,6.44,3005,43,72,Android,1,124779,2022,59,10.0,Poor,67,0,0,0,0,Tier1,Individual,0,1,0,83,12933.66
Apple,iPhone 11,2024,4,64,5.67,5964,85,70,iOS,1,26058,2025,55,4.4,Good,60,0,0,0,0,Tier3,Individual,0,1,1,97,10630.11
Vivo,Vivo X90,2021,16,256,5.81,3216,69,89,Android,1,67884,2022,70,7.4,Excellent,60,0,0,0,0,Tier3,Individual,16,1,1,95,15103.59
Xiaomi,Redmi Note 12,2021,4,128,5.63,3527,86,54,Android,1,117517,2024,34,3.2,Fair,79,0,1,1,0,Tier1,Individual,22,0,1,93,28860.42
Apple,iPhone 12,2022,12,128,5.65,6450,85,60,iOS,1,120296,2025,61,9.2,Fair,79,0,0,0,0,Tier2,Individual,0,0,0,87,30052.89
Realme,Realme GT,2023,12,64,6.26,3665,48,82,Android,1,55767,2025,40,1.9,Good,99,0,0,0,0,Tier3,Individual,1,1,0,40,12101.09
Samsung,Galaxy A54,2019,16,512,6.92,6176,74,75,Android,0,13981,2022,69,3.5,Good,78,0,1,0,0,Tier1,Store,0,0,1,89,4157.3
Samsung,Galaxy S23,2022,4,256,5.86,3170,59,67,Android,1,14408,2025,40,7.8,Good,61,0,0,0,0,Tier2,Individual,0,0,1,71,4671.04
Xiaomi,Poco X5,2025,16,256,5.81,4029,60,52,Android,1,46610,2025,66,10.6,Fair,90,0,0,0,0,Tier2,Individual,21,1,1,60,9146.97
Samsung,Galaxy S21,2020,4,64,6.19,6174,93,43,Android,1,127797,2021,67,8.9,Good,96,0,0,0,0,Tier1,Individual,10,0,1,73,31978.01
Xiaomi,Poco X5,2019,8,128,5.6,6276,89,43,Android,1,137752,2025,64,2.4,Fair,89,0,0,0,0,Tier3,Individual,24,1,1,77,27264.1
Google,Pixel 6,2022,16,128,5.71,3340,50,71,Android,1,106452,2022,41,8.6,Fair,80,0,0,0,0,Tier2,Individual,0,1,1,81,31723.56
Google,Pixel 7,2019,4,1024,6.35,6228,40,41,Android,1,36936,2024,61,10.4,Excellent,55,0,0,0,0,Tier3,Store,18,1,1,46,6323.7
Realme,Realme GT,2019,8,512,6.79,3269,59,45,Android,1,18063,2024,8,10.6,Fair,82,0,0,0,0,Tier3,Store,0,1,1,65,6367.38
Xiaomi,Redmi Note 12,2024,16,1024,6.99,5267,87,97,Android,1,102864,2024,54,6.9,Good,67,0,0,1,0,Tier3,Store,19,1,1,68,17694.95
Google,Pixel 7,2023,8,1024,6.25,4127,43,53,Android,1,143359,2025,4,8.3,Fair,62,0,0,0,0,Tier2,Individual,13,0,1,45,33791.22
Xiaomi,Poco X5,2024,4,1024,5.93,4984,98,87,Android,0,92318,2025,3,5.4,Poor,66,1,0,1,0,Tier1,Individual,24,0,1,58,15104.3
OnePlus,OnePlus 10,2022,12,64,5.62,3452,44,89,Android,1,72851,2025,28,5.3,Poor,60,0,0,0,0,Tier1,Individual,9,0,1,40,7938.37
Xiaomi,Redmi Note 12,2021,12,256,6.6,3517,76,60,Android,1,131383,2023,51,5.3,Fair,90,0,0,0,1,Tier3,Store,0,1,1,49,11555.68
Vivo,Vivo X90,2024,12,256,6.07,5252,94,73,Android,1,130271,2025,20,12.0,Good,96,0,0,0,0,Tier3,Store,13,1,1,50,42029.92
Vivo,Vivo X90,2025,4,128,6.63,4239,96,91,Android,0,71145,2025,46,9.7,Fair,62,0,0,1,0,Tier1,Store,6,0,1,56,6792.71
Xiaomi,Redmi Note 12,2024,6,64,6.22,3964,92,65,Android,0,71589,2025,58,5.2,Good,78,0,0,0,0,Tier1,Individual,18,0,1,92,18594.13
Xiaomi,Mi 11,2024,16,512,5.97,3962,65,60,Android,1,100935,2025,69,1.6,Fair,83,0,0,0,0,Tier3,Store,13,1,1,53,11499.1
Vivo,Vivo V27,2022,16,128,6.34,6452,43,73,Android,1,140616,2025,63,2.0,Poor,76,0,0,1,0,Tier1,Individual,17,0,0,66,12409.63
Samsung,Galaxy S22,2022,8,1024,6.35,5993,96,76,Android,0,115777,2025,48,7.0,Fair,69,0,0,0,0,Tier3,Store,0,1,1,82,30952.74
Realme,Realme Narzo 60,2024,12,256,6.44,5750,98,80,Android,1,67934,2025,33,6.3,Good,84,0,0,1,0,Tier1,Individual,17,0,1,56,14554.83
OnePlus,OnePlus 11,2024,8,512,6.18,4283,61,94,Android,1,44088,2025,7,2.1,Good,56,0,0,0,0,Tier2,Individual,24,0,0,49,9432.23
OnePlus,OnePlus 9,2022,8,1024,6.72,5363,74,60,Android,0,98624,2024,5,2.9,Excellent,82,0,0,0,0,Tier1,Individual,9,1,1,47,38497.3
OnePlus,OnePlus 10,2022,12,512,6.72,5566,77,92,Android,1,138660,2022,6,1.8,Fair,55,0,0,0,0,Tier2,Store,13,1,1,61,33500.06
Google,Pixel 8,2020,16,512,5.67,4551,88,71,Android,1,134620,2020,24,2.4,Fair,80,1,0,0,0,Tier2,Store,13,0,1,75,37239.89
Vivo,Vivo V27,2024,4,64,5.94,4345,59,90,Android,1,54627,2025,6,8.4,Poor,99,0,0,0,0,Tier2,Store,16,1,1,75,18263.34
Apple,iPhone 13,2020,16,128,6.75,3486,76,58,iOS,1,25227,2025,20,1.3,Fair,87,0,0,0,0,Tier3,Store,0,0,1,83,14062.28
Samsung,Galaxy S22,2020,16,256,6.87,3229,53,51,Android,0,104425,2023,35,6.3,Good,95,0,1,0,0,Tier3,Store,10,0,1,84,42021.76
OnePlus,Nord 3,2023,16,1024,6.43,4407,44,67,Android,1,23419,2023,58,5.5,Good,85,0,0,0,0,Tier2,Store,0,1,1,43,7824.54
OnePlus,OnePlus 11,2024,12,512,6.48,5806,43,95,Android,1,27327,2024,46,2.6,Excellent,83,0,0,0,0,Tier1,Individual,1,1,1,49,6067.95
OnePlus,OnePlus 9,2023,4,256,5.99,5438,93,100,Android,1,114142,2023,56,4.8,Poor,82,0,0,0,0,Tier2,Individual,24,0,1,59,14089.29
Samsung,Galaxy A54,2019,12,64,6.7,6183,76,58,Android,1,81415,2024,18,4.7,Excellent,90,0,0,0,0,Tier2,Individual,18,1,1,99,62970.03
Vivo,Vivo X90,2022,12,1024,6.01,3976,40,66,Android,0,94545,2023,58,1.5,Good,85,0,0,1,0,Tier2,Individual,22,0,0,70,19265.28
OnePlus,OnePlus 10,2025,8,512,6.05,3359,92,91,Android,1,118008,2025,37,9.6,Good,77,0,0,1,0,Tier1,Store,0,1,0,93,41986.57
Vivo,Vivo X90,2019,8,512,6.61,5766,89,57,Android,1,59352,2023,27,4.8,Excellent,91,0,0,0,0,Tier1,Store,2,0,1,96,29771.97
Samsung,Galaxy S23,2019,8,64,6.72,5654,94,83,Android,1,57253,2025,47,9.6,Fair,80,0,0,0,0,Tier1,Store,0,1,1,50,6281.06
Xiaomi,Redmi Note 12,2020,6,512,6.64,5324,40,46,Android,0,89063,2022,71,3.7,Good,79,0,0,0,0,Tier1,Store,15,1,1,86,19666.28
OnePlus,OnePlus 9,2025,6,1024,6.26,6176,45,88,Android,1,31626,2025,45,9.4,Fair,70,0,0,0,0,Tier1,Store,14,1,1,45,4400.67
Apple,iPhone 13,2019,8,1024,6.32,4008,75,83,iOS,1,32185,2023,23,2.6,Excellent,90,0,0,0,0,Tier3,Store,20,1,0,57,16943.48
Samsung,Galaxy S23,2025,6,64,5.69,5152,68,78,Android,1,83217,2025,54,10.4,Fair,80,0,0,0,0,Tier2,Store,0,1,1,77,19799.83
Realme,Realme Narzo 60,2020,8,64,6.35,5937,92,60,Android,1,74958,2020,29,3.1,Fair,86,0,0,0,0,Tier1,Individual,9,0,1,44,12642.76
Realme,Realme GT,2019,8,512,5.71,5824,70,49,Android,1,136069,2022,29,10.9,Fair,97,0,0,0,0,Tier2,Individual,0,1,1,76,45101.52
Realme,Realme Narzo 60,2025,4,256,6.52,5530,65,50,Android,1,64899,2025,25,8.9,Good,85,0,1,0,0,Tier3,Individual,10,0,1,97,24779.23
Realme,Realme Narzo 60,2022,8,128,6.27,5207,72,89,Android,1,10176,2022,41,1.0,Poor,90,0,0,0,0,Tier2,Individual,0,1,1,62,2000.0
Google,Pixel 8,2025,6,128,5.77,5368,91,87,Android,1,22196,2025,23,9.2,Poor,72,0,1,0,0,Tier3,Individual,4,0,1,67,6723.77
Apple,iPhone 13,2020,6,64,6.08,4722,85,48,iOS,1,64081,2023,12,4.3,Fair,92,0,0,0,0,Tier3,Individual,24,1,1,64,28633.88
Xiaomi,Redmi Note 12,2022,12,512,6.08,6038,88,59,Android,1,139516,2022,1,6.7,Poor,83,0,0,0,0,Tier2,Individual,13,1,1,41,26253.16
Vivo,Vivo X90,2021,6,512,6.67,3194,64,93,Android,0,119127,2022,14,5.1,Good,79,0,0,0,0,Tier1,Store,0,1,1,60,35309.01
Google,Pixel 7,2024,4,64,6.92,5173,66,94,Android,1,23868,2024,49,9.6,Fair,68,0,0,0,0,Tier1,Store,15,1,1,95,6469.74
Realme,Realme GT,2023,8,1024,6.97,4920,90,98,Android,1,148682,2024,40,2.9,Good,96,1,0,1,0,Tier3,Individual,0,0,1,82,31535.09
Samsung,Galaxy S23,2023,16,512,5.88,4697,70,44,Android,0,112705,2023,32,10.6,Poor,64,0,1,0,0,Tier3,Individual,11,0,1,60,14516.74
Apple,iPhone 11,2021,16,1024,5.9,4209,45,97,iOS,1,55890,2024,28,7.9,Good,60,0,0,0,0,Tier2,Individual,7,1,1,87,21305.27
Samsung,Galaxy A54,2021,8,256,6.91,5714,66,94,Android,1,50436,2022,32,10.7,Fair,61,0,0,0,0,Tier2,Store,10,0,1,95,17932.59
Google,Pixel 6,2021,8,128,6.09,4863,41,65,Android,1,93061,2023,61,8.4,Fair,72,0,0,0,0,Tier3,Individual,0,1,1,69,15177.92
Google,Pixel 8,2022,12,1024,5.66,3452,75,55,Android,1,148859,2022,27,1.8,Fair,84,0,0,0,0,Tier3,Store,22,1,1,91,61683.28
Realme,Realme Narzo 60,2023,8,512,5.99,3824,93,47,Android,1,36894,2025,23,2.8,Good,83,0,0,1,0,Tier1,Store,4,0,0,82,18426.96
OnePlus,OnePlus 10,2023,12,128,6.19,3218,90,62,Android,0,12710,2024,37,3.1,Good,88,0,0,0,0,Tier1,Individual,21,1,1,69,6198.64
OnePlus,OnePlus 9,2019,8,64,6.38,3467,88,94,Android,0,99364,2025,64,8.1,Excellent,79,0,0,0,0,Tier1,Store,0,1,1,67,19577.93
OnePlus,OnePlus 10,2019,6,1024,6.6,4301,80,62,Android,0,141800,2024,60,6.8,Fair,67,0,1,0,0,Tier1,Store,3,1,1,77,18736.0
Samsung,Galaxy S21,2022,12,128,6.18,4761,90,66,Android,1,16471,2023,42,1.5,Fair,69,0,0,1,0,Tier3,Individual,4,1,1,40,3827.36
Realme,Realme GT,2020,4,512,5.61,5761,54,79,Android,1,28241,2022,65,10.2,Fair,96,0,0,0,0,Tier3,Individual,18,1,1,86,13437.87
Apple,iPhone 14,2025,6,512,6.26,6064,89,87,iOS,0,111172,2025,46,1.0,Fair,93,0,0,0,0,Tier1,Individual,24,1,1,41,22550.86
Samsung,Galaxy S21,2021,8,512,5.89,3152,92,86,Android,1,117059,2023,24,10.5,Fair,56,0,0,0,0,Tier3,Store,8,1,1,46,19764.66
Google,Pixel 8,2023,12,256,6.04,6335,62,78,Android,1,102101,2024,15,7.2,Good,88,0,0,0,0,Tier3,Store,5,1,1,61,41135.71
OnePlus,Nord 3,2025,8,1024,6.17,5349,75,51,Android,1,52037,2025,19,3.2,Good,100,0,0,1,1,Tier2,Individual,17,1,1,44,10573.15
Apple,iPhone 15,2022,8,128,6.72,3095,92,80,iOS,0,119536,2025,26,8.9,Poor,84,0,0,0,0,Tier1,Store,15,1,1,97,47298.12
OnePlus,OnePlus 10,2025,4,64,6.87,5031,73,69,Android,1,35043,2025,18,2.4,Good,62,0,0,0,0,Tier3,Store,7,0,1,48,9620.56
Vivo,Vivo X90,2021,4,256,5.8,6057,44,87,Android,1,22308,2023,14,11.8,Poor,91,0,0,1,0,Tier3,Store,0,1,1,65,2000.0
Apple,iPhone 13,2022,16,128,5.81,4363,55,99,iOS,1,54587,2023,45,6.0,Good,74,0,0,1,0,Tier2,Store,10,0,1,87,18071.19
Samsung,Galaxy A54,2021,4,1024,6.46,6363,50,64,Android,1,103738,2022,28,10.5,Good,60,0,1,0,0,Tier1,Individual,5,0,1,88,32144.13
Google,Pixel 6,2020,6,64,5.91,3791,58,89,Android,1,43740,2020,15,6.5,Fair,82,0,0,0,0,Tier1,Individual,2,1,0,64,13190.72
Realme,Realme GT,2023,12,256,6.38,3227,98,48,Android,1,46015,2025,9,5.6,Fair,91,0,0,0,0,Tier2,Store,0,0,0,53,14955.81
Realme,Realme Narzo 60,2021,16,1024,6.53,3376,63,80,Android,1,87551,2025,53,2.9,Good,70,0,1,0,0,Tier1,Store,10,1,1,59,12471.81
Vivo,Vivo V27,2025,6,64,6.53,3392,42,61,Android,1,114161,2025,3,2.9,Excellent,69,0,0,0,0,Tier3,Store,22,1,1,65,47861.46
Realme,Realme GT,2023,16,256,5.87,4768,63,92,Android,1,96873,2024,70,2.9,Good,75,0,1,0,0,Tier3,Store,14,1,1,51,10177.07
Vivo,Vivo V27,2024,16,256,6.11,5493,74,66,Android,1,42931,2024,23,8.0,Excellent,96,0,0,0,0,Tier1,Individual,7,1,1,81,23941.85
Samsung,Galaxy A54,2023,8,128,6.47,5588,87,91,Android,1,47262,2024,31,9.3,Poor,74,0,1,1,0,Tier2,Store,0,0,1,68,5566.98
Xiaomi,Poco X5,2021,16,64,5.89,3912,68,68,Android,1,66081,2021,38,8.3,Good,88,0,0,1,0,Tier1,Store,0,1,1,81,22948.14
OnePlus,OnePlus 9,2019,4,1024,5.89,4764,49,40,Android,1,38129,2023,13,8.5,Good,55,0,0,0,0,Tier2,Store,0,1,1,77,12145.29
OnePlus,OnePlus 9,2023,6,128,6.08,3984,84,67,Android,1,111402,2025,49,8.8,Fair,93,0,0,0,0,Tier2,Store,13,1,1,75,31952.19
Realme,Realme Narzo 60,2025,12,64,6.4,4662,55,96,Android,1,27104,2025,64,2.7,Excellent,55,0,0,0,0,Tier2,Individual,12,1,1,95,5293.92
Realme,Realme Narzo 60,2024,4,64,6.82,5562,52,82,Android,1,120124,2024,28,8.3,Fair,61,0,0,0,0,Tier2,Store,13,1,1,92,31797.38
OnePlus,OnePlus 9,2019,12,512,6.7,6080,67,82,Android,1,89387,2021,63,3.4,Fair,91,0,0,0,0,Tier3,Individual,0,1,1,78,17061.55
Xiaomi,Redmi Note 12,2020,16,128,6.94,6296,58,62,Android,1,44706,2022,52,8.7,Fair,100,0,0,1,0,Tier2,Individual,11,1,1,80,13075.4
Realme,Realme GT,2025,8,128,6.14,5891,74,63,Android,0,21981,2025,65,5.7,Good,62,0,0,0,0,Tier2,Store,19,1,1,56,5333.6
Samsung,Galaxy S23,2021,6,256,6.48,4870,100,58,Android,1,25640,2022,7,7.5,Good,58,0,0,0,0,Tier2,Store,4,1,1,81,10561.58
